Ticker,Sector,Score,Ret_12m,Ret_6m,RS_SPY,Vol_Ratio,Drawdown,Price,Rank
DLTR,Consumer Staples,0.5014348391481679,0.6832228800984075,0.29100529100529093,0.13565171433830603,1.2692071526316364,0.0,122.0,37.0
RTX,Industrials,0.5009881188448031,0.47224667081461025,0.2373783994102001,0.08202482274321521,1.054656731469763,-0.04500317753454053,170.69000244140625,38.0
HII,Industrials,0.49797062295890904,0.6478036377605667,0.3767566944896237,0.22140311782263877,0.7363568817473737,-0.0428687752070267,308.92999267578125,39.0
FOXA,Communication Services,0.4878136338189415,0.4966739110214673,0.27141886462635867,0.11606528795937376,0.9190455768094737,0.0,68.80999755859375,40.0
HCA,Health Care,0.48465420342511123,0.4992590018691683,0.2702873539033803,0.11493377723639542,0.9188332241522769,-0.05708050441059931,486.4049987792969,41.0
COR,Health Care,0.4822287843403764,0.36002448930748154,0.17206568017797919,0.01671210351099428,1.1224191924240403,-0.09947964984468816,337.4700012207031,42.0
DG,Consumer Staples,0.4810157135334927,0.6946079866333557,0.16332755888018302,0.007973982213198116,1.6024603400568174,0.0,130.55499267578125,43.0
RL,Consumer Discretionary,0.4778013786972206,0.5790690133270704,0.3225074081864343,0.1671538315194494,0.9655888833979634,-0.027207602150485455,361.1199951171875,44.0
VTR,Real Estate,0.47469110774711587,0.31130576970483315,0.2744726351905966,0.11911905852361171,0.920588732127355,-0.008681594593661135,79.93000030517578,45.0
GD,Industrials,0.4664486997395909,0.23893058204529494,0.22975238070616744,0.07439880403918253,0.9369512488987753,-0.04800715300239344,336.7864990234375,46.0
VLO,Energy,0.46303602143420586,0.33515835309483966,0.4065113110626506,0.2511577343956657,0.9405084019576442,-0.03434146034469476,177.94000244140625,47.0
EXPE,Consumer Discretionary,0.4611435380611191,0.4458963613370519,0.49763941060204386,0.34228583393505896,0.5495067161036095,-0.03559342709096425,263.4700012207031,48.0
MPWR,Information Technology,0.46107786910839776,0.6676346782719615,0.40792732328324033,0.2525737466162554,0.684283302094073,-0.12799426019351412,963.6099853515625,49.0
MS,Financials,0.46097938080489487,0.3920651589304165,0.3574945956804376,0.20214101901345272,0.7499981345969804,0.0,176.63499450683594,50.0
EA,Communication Services,0.45587343579172435,0.22156339870045905,0.36588970190305825,0.21053612523607335,0.9171141013230202,0.0,203.8800048828125,51.0
IQV,Health Care,0.45161346754961007,0.11765874279233701,0.47176983912957593,0.316416262462591,1.109698487398585,-0.033373601044640155,224.17999267578125,52.0
EVRG,Utilities,0.4515144837849633,0.20892526012592194,0.1483946638254845,-0.006958912841500409,0.788234088229294,-0.057140423232908355,73.55000305175781,53.0
EXPD,Industrials,0.45015984798438535,0.25707806512062903,0.3453841640867561,0.1900305874197712,0.7527403929243479,-0.0008305647840531893,150.375,54.0
APA,Energy,0.4496707022589055,0.2867412069747113,0.5180557657305029,0.36270218906351803,0.8193308889825215,0.0,27.399799346923828,55.0
CFG,Financials,0.4495760933582091,0.2426962627073772,0.37800891600187714,0.22265533933489223,1.1000010211172755,0.0,56.0099983215332,56.0
ATO,Utilities,0.44645103370118333,0.19735729246843747,0.13599690057040825,-0.019356676096576653,0.7200778048277817,-0.040226262449093664,171.0,57.0
STT,Financials,0.44371845059612747,0.3024407507655109,0.2703408913422092,0.11498731467522427,0.9179518948458983,0.0,123.48500061035156,58.0
FSLR,Information Technology,0.4415510384472278,0.25878270141091053,0.5702433535982765,0.4148897769312916,0.8062708130618762,-0.0583295084138693,261.2099914550781,59.0
L,Financials,0.4400754238157536,0.2031619406902565,0.15882961679186147,0.003476040124876567,0.8644415459970325,-0.04701647761728367,103.16999816894531,60.0
TJX,Consumer Discretionary,0.4375427702874168,0.22055554478912764,0.17799746332805988,0.022643886661074974,0.6393190454551246,-0.017828060466773654,150.39999389648438,61.0
TMO,Health Care,0.4363823876631373,0.07325002862412666,0.4248717573193903,0.2695181806524054,0.8793853398584128,-0.043879086316681915,571.5499877929688,62.0
JBL,Information Technology,0.43421481372820986,0.6367909597687782,0.25452576066550225,0.09917218399851735,0.8093081671061019,-0.055266463725808235,221.40499877929688,63.0
AEP,Utilities,0.43302346858871055,0.25185704255312924,0.17168397174144667,0.016330395074461768,0.7926210024731299,-0.051749203789411946,117.36499786376953,64.0
AAPL,Information Technology,0.43233090978101124,0.16270418934436992,0.3802041283222142,0.22485055165522927,0.8868634333023093,-0.018624370512975497,280.8598937988281,65.0
DD,Materials,0.43127219438945014,0.19372559403910894,0.43733520580108043,0.2819816291340955,0.7123422665023844,-0.0008170224157600936,40.54999923706055,66.0
JPM,Financials,0.426196262079805,0.32468236375200243,0.2067408832753579,0.051387306608372985,0.8806272029616248,-0.00881439005561857,317.5857849121094,67.0
ETR,Utilities,0.4239596042586898,0.2781616316750535,0.16027926211602894,0.004925685449044037,1.0939419471847631,-0.035479893391881734,94.05999755859375,68.0
MCK,Health Care,0.4198090575892427,0.3212524908672334,0.1428942691938626,-0.012459307473122294,1.1886537931634547,-0.08489472503684803,813.0275268554688,69.0
WMT,Consumer Staples,0.4190046267271528,0.24990496935704587,0.19031848796848605,0.034964911301501145,0.8614572301895228,0.0,115.75,70.0
FOX,Communication Services,0.4184773973444229,0.39966424466378836,0.23194987018771274,0.07659629352072783,0.6404827726269685,0.0,61.029998779296875,71.0
CSCO,Information Technology,0.41680764629794853,0.344061602836621,0.19402202099565424,0.03866844432866934,0.5104339105096675,-0.0058043351779228924,77.93499755859375,72.0
GE,Industrials,0.41113993872430965,0.6017300364884439,0.12841663902043332,-0.026936937646551584,0.8376772410404968,-0.08462199733995623,287.68499755859375,73.0
FE,Utilities,0.41061630668808335,0.1312507956330473,0.12817070751479798,-0.027182869152186928,0.9333768094932913,-0.05804694859399795,44.95000076293945,74.0
KO,Consumer Staples,0.4064670605074341,0.1423889190397989,0.00957216221369972,-0.14578141445328519,0.8695046622870298,-0.02926594108438907,70.48500061035156,75.0
MNST,Consumer Staples,0.40588336958472226,0.35633884227067636,0.15912316948222927,0.0037695928152443603,0.7830251977338697,-0.03225802563115032,73.5,76.0
TKO,Communication Services,0.40503205081815846,0.48706325955379115,0.22476397902767697,0.06941040236069207,0.7115010796223667,-0.01619342969167259,202.0050048828125,77.0
NI,Utilities,0.4022091518443496,0.16673996395995894,0.08483394341877815,-0.07051963324820676,0.958527016451966,-0.04713350964674068,42.04999923706055,78.0
MDT,Health Care,0.4020411880683814,0.23050530591297558,0.18640548734705842,0.031051910680073513,0.5577182576406692,-0.030754607600354422,102.11000061035156,79.0
CNP,Utilities,0.3998419108512971,0.22725588186158419,0.06368689544760753,-0.09166668121937738,0.9463642180570476,-0.03731843364420662,38.50400161743164,80.0
ROST,Consumer Discretionary,0.39737453384219756,0.15846282323962813,0.23147657429445778,0.07612299762747288,0.8858923062984999,-0.010617974099148553,176.11000061035156,81.0
NTRS,Financials,0.39583457874475214,0.2545788268588154,0.24385368663553497,0.08850010996855007,0.7999889121363932,-0.008952464906487156,133.39500427246094,82.0
BKR,Energy,0.3947846920014746,0.17843125411360772,0.3427948574940929,0.18744128082710798,0.8428607064946836,-0.0044458068781833004,50.3849983215332,83.0
BIIB,Health Care,0.3947332158300189,0.12862907303405424,0.36362943459615393,0.20827585792916903,0.7473677546778773,-0.003020501196217329,181.5399932861328,84.0
ROK,Industrials,0.39450903580772323,0.4136942064658362,0.25983809605971797,0.10448451939273307,0.6944213144375398,0.0,405.54998779296875,85.0
REGN,Health Care,0.3935678966954758,-0.023852681578270363,0.4794080481614522,0.3240544714944673,0.7838019348694139,-0.07578237244360242,727.655029296875,86.0
LDOS,Industrials,0.392528991995134,0.1550843792843406,0.272577181595675,0.1172236049286901,0.8344859675465318,-0.059859720077882095,187.60499572753906,87.0
HWM,Industrials,0.3919493197165256,0.6331609549259827,0.10766727012942967,-0.047686306537555234,0.8462034413684624,-0.07499766651260431,194.00999450683594,88.0
LHX,Industrials,0.3911630708177861,0.18792492219917012,0.15439332863743882,-0.0009602480295460847,0.765752441724943,-0.08480854086269751,279.5799865722656,89.0
JBHT,Industrials,0.3903477845904664,0.029068861791080147,0.35000837880563873,0.19465480213865383,1.2810279972710512,0.0,188.1999969482422,90.0
IBKR,Financials,0.3897415622461783,0.41768669761129185,0.24732748828852302,0.09197391162153812,0.8574149472433156,-0.09727461901152257,65.88999938964844,91.0
F,Consumer Discretionary,0.38926372152033095,0.3123454437374733,0.32090382527470207,0.16555024860771717,0.7099850448071103,-0.03375061879747454,13.220000267028809,92.0
PH,Industrials,0.38852522514548266,0.26713647177849964,0.31626568365987473,0.16091210699288983,0.533110226575508,0.0,879.5599975585938,93.0
BAC,Financials,0.38849536774115806,0.18803757864500215,0.21519408008319774,0.05984050341621283,0.9317905637288276,0.0,54.345001220703125,94.0
ABBV,Health Care,0.3880454098807247,0.28481154407502496,0.20581262964558067,0.050459052978595764,0.6928141293767304,-0.07136708404775127,225.31500244140625,95.0
IBM,Information Technology,0.3875253458986083,0.3898307332314086,0.16812915925653815,0.012775582589553247,0.7512244799639433,-0.015000971295669685,310.2550048828125,96.0
